DATA_ID,COLL_METHOD,GEAR_NOTES,COLL_NOTES,FIELD_PRES_METH_TYPE,FIELD_PRES_CHEM,FIELD_CHEM_PCT,FIELD_PRES_PHYS_METH,FIELD_PRES_NOTES,LAB_PRES_METH_TYPE,LAB_PRES_CHEM,LAB_CHEM_PCT,LAB_PRES_PHYS_METH,LAB_PRES_NOTES,DIET_DATA_SOURCE,DIET_ANALYSIS_METHODS,ANALYSIS_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_2R,Benthic Skimmer,"20 m net designed by Dr. W.E. Pequegnat (Pequegnat et al., 1970). The mouth opening was 3m.",NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,8/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_2R,Benthic Skimmer,"21 m net designed by Dr. W.E. Pequegnat (Pequegnat et al., 1970). The mouth opening was 3m.",NA,physical,NA,NA,freezer,for larger fish,NA,NA,NA,NA,NA,gut content,NA,NA,8/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_2R,Trawl,"The mouth of the 20m otter trawl was estimated as 12m (Mukai, 1974).  The rate of tow was between 1.5 and 2 knots (Pequegnat, personal communication).",NA,physical,NA,NA,freezer,NA,NA,NA,NA,NA,NA,gut content,NA,NA,8/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_2R,Trawl,"The mouth of the 20m otter trawl was estimated as 12m (Mukai, 1974).  The rate of tow was between 1.5 and 2 knots (Pequegnat, personal communication).",NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,8/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_2R,Trawl,"The mouth of the 20m otter trawl was estimated as 12m (Mukai, 1974).  The rate of tow was between 1.5 and 2 knots (Pequegnat, personal communication).",NA,chemical,formalin injection into body cavity,NA,NA,for larger fish,NA,NA,NA,NA,NA,gut content,NA,NA,8/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5R,otter trawl,A standard otter trawl with a 10-ft opening. The otter boards were 10x24 inches in size. The wings of the trawl net were netting with a mesh size of 7/8 in on the side or 1 3/4 in stretched measure. The cod end was made of heavy twine with a mesh size of 1/2 in on the side or 1 in stretched. An inner liner was inserted inside the cod end. The mesh of the liner measured 3/16 in on the side or 3/8 in stretched. Trawl tows were made both in straight lines and in circles and were timed to 10 min duration.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/21/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5R,minnow seine,"Seine net had a mesh size of 3/8 in on the side or 3/4 in stretched. Seining started at a depth of approx. 4 ft, stretched parallel to shore and pulled straight in.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/21/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5R,bag seine,Net was 20 ft. The mesh was 1/4 in on the side or 1/2 in stretched.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/21/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5R,trammel nets,"Trammel net was 1200 ft long.2 methods used: playing the net out of a skiff parallel to shore then creating a disturbance to cause fish to swim into net. Method 2: ""cork-screwing"" the net - playing the net out in a circle, leaving the end in the skiff. One person continues to pull the leading end of the net around at the same time decreasing the diameter of circle while helpers feed other end into the boat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/21/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5R,Hook and line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/21/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_11R,beach seine,NA,Galveston coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_11R,hook and line,NA,"from the surf, wharves and jetties in Galveston, Texas City, and Dickinson Bayou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_11R,hook and line,NA,from commercial fishermen from out in the Gulf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_12R,una red charalera,50 metros de longitud cuya abertura de malla es de 3/4 de pulgada y un ancho de 1.5 metros,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,neutralizado con borato de sodio; los peces menores de ~10cm; inyecto formal al 10% neutralizado con borato de sodio en los peces de mediano (de ~10 - 30 cm); see text on pages 5-6 for peces >30cm,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_12R,una red de renfros a manera de chinchorro,"una longitud de 2.78 metros, un ancho de 1 metro, una abertura de malla de 250 midras, una longitud de capo de 0.9 metros y una abertura de 0.5 metros",NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,neutralizado con borato de sodio; los peces menores de ~10cm; inyecto formal al 10% neutralizado con borato de sodio en los peces de mediano (de ~10 - 30 cm); see text on pages 5-6 for peces >30cm,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_16R,trawl,"20 foot unlined otter trawl, 1.5 inch stretched mesh.",Towing time was approximately 20 minutes at each station.,chemical,formalin,10,NA,In seawater.,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_17R,Trammel nets,200 yard trammel net used,NA,NA,NA,NA,NA,Stomachs were preserved for later identification,NA,NA,NA,NA,NA,gut content,NA,NA,9/28/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_17R,Trawl,"Because of size selectivity of the trammel net (fish 6.0 inches or larger in length), additional sampling of smaller fish and crustaceans were collected by a 16' otter trawl and a 6' bobbinet were used. ",NA,NA,NA,NA,NA,Stomachs were preserved for later identification,NA,NA,NA,NA,NA,gut content,NA,NA,9/28/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_35R,otter trawl,"5-meter (1.9 cm mesh wing and body, 0.6 cm mesh liner). Seven 2min trawl-tows (at 2-3 knots) were taken at each station both day and night. ",NA,chemical,formalin,10,NA,buffered,NA,NA,NA,NA,NA,gut content,NA,NA,9/26/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_35R,trammel nets,Larger fishes ( >3000 SL) were taken with a 100 meter nylon trammel net.,NA,chemical,formalin,10,NA,buffered,NA,NA,NA,NA,NA,gut content,NA,NA,9/26/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_6S,hook and line,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_6S,gill net,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_6S,seines,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_15S,una red bongo,con mallas de 333 y 505 um,NA,chemical,formalin,4,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_15S,una red de apertura,con mallas de 505 um y diametro de boca de 75 cm,NA,chemical,formalin,4,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_25S,trammel net,"1 in mesh, diagonal transect (50m)",NA,chemical,formalin,10,NA,NA,chemical,formalin,10,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_25S,minnow seines,"20 ft long, 1/4 in mesh",NA,chemical,formalin,10,NA,NA,chemical,formalin,10,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_25S,minnow seines,"20 ft long, 1/8 in mesh",NA,chemical,formalin,10,NA,NA,chemical,formalin,10,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_26S,Trammel nets,"Tammel nets (1"" mesh) set at depths ranging from 1/2 meters to slightly over 1 and a half meters in two areas and at a depth of 1/2 meter or less in the third area. ",NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_33S,see 24d methods,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_36S,trawling,"18.3 m turtle separator trawl, an 18.3 separator trawl and an 18.3 standard trawl",R/V Oregon (Cruise 71 and 82) - off LA coast,physical,NA,NA,frozen,at -2.6° C,chemical,formalin,10,NA,"After formalin, stomachs were washed in water and stored in 10% isopropyl alcohol",gut content,NA,NA,6/1/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_36S,hook and line,NA,"on artifical reefs off the coast of Orange Beach, AL",physical,NA,NA,frozen,placed on ice upon capture,chemical,formalin,10,NA,"After formalin, stomachs were washed in water and stored in 10% isopropyl alcohol",gut content,NA,NA,6/1/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_36S,wire fish traps,NA,used in Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,6/1/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_36S,private and commercial sportfishing outings,NA,used in Alabama and Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,6/1/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_42S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_42S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_45S,trammel nets,Two 25m nets were deployed in sequence between transects. Nets were set on three successive days at 1730 then checked at 2030 and again at midnight for both crepuscular and nocturnal predators.,NA,chemical,buffered formalin / filtered seawater mixture,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_45S,trammel nets,Two 25m nets were deployed in sequence between transects. Nets were set on three successive days at 1730 then checked at 2030 and again at midnight for both crepuscular and nocturnal predators.,NA,chemical,buffered formalin / filtered seawater mixture,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_48S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,1/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_49S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,1/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_61S,multiple opening/closing net and environmental sensing system - MOCNESS,"MOCNESS was equipped with 1.0 by 1.4 m, 505 Âµm mesh nitex nets with 0.25 by 0.35 m, 67 Âµmmesh nets nested within. Larvae collected at 0600, 1200, 1800, 2400 h local time.",NA,chemical,formalin,5,NA,buffered,NA,NA,NA,NA,NA,gut content,NA,NA,1/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_61S,multiple opening/closing net and environmental sensing system - MOCNESS,"MOCNESS was equipped with 1.0 by 1.4 m, 505 Âµm mesh nitex nets with 0.25 by 0.35 m, 67 Âµmmesh nets nested within. Larvae collected at 0600, 1200, 1800, 2400 h local time.",NA,chemical,formalin,5,NA,buffered,NA,NA,NA,NA,NA,gut content,NA,NA,1/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_69S,Gill nets,"183 m long by 1.2 m deep, used a varying mesh size of 7.6 to 15.2 cm and were deployed overnight ",NA,Chemical,Formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,Digestive tract removed from live or recently dead fish and contents indentified to lowest possible taxon under dissecting microscope,8/4/2014,Lily Walker,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_76S,Trawl,"38 drags were done. Trawling time varied from 8 to 61 min, with 15 min as the usual time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_76S,seine,16 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_76S,Trawl,"38 drags were done. Trawling time varied from 8 to 61 min, with 15 min as the usual time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_76S,seine,16 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_76S,trawl,"38 drags were done. Trawling time varied from 8 to 61 min, with 15 min as the usual time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_76S,seine,16 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_79S,Trawl,"20 drags done with a 22 ft. trawl, 3/4 in bar mesh with soc, 3/8 in bar mesh.  11 drags done with a 35 ft trawl, 3/4 in bar mesh. Trawling time varied from 8 to 30 min, with 15 min as the usual time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_79S,seine,11 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_79S,Trawl,"20 drags done with a 22 ft. trawl, 3/4 in bar mesh with soc, 3/8 in bar mesh.  11 drags done with a 35 ft trawl, 3/4 in bar mesh. Trawling time varied from 8 to 30 min, with 15 min as the usual time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_79S,seine,11 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_79S,trawl,"20 drags done with a 22 ft. trawl, 3/4 in bar mesh with soc, 3/8 in bar mesh.  11 drags done with a 35 ft trawl, 3/4 in bar mesh. Trawling time varied from 8 to 30 min, with 15 min as the usual time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_79S,seine,11 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_85S,hook and line,NA,NA,chemical,formalin,10,NA,buffered,chemical,isopropyl alcohol,60,NA,NA,gut content,NA,NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_85S,speargun,NA,NA,chemical,formalin,10,NA,buffered,chemical,isopropyl alcohol,60,NA,NA,gut content,NA,NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_85S,fish traps,NA,NA,chemical,formalin,10,NA,buffered,chemical,isopropyl alcohol,60,NA,NA,gut content,NA,NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_85S,poisoning with rotenone,NA,NA,chemical,formalin,10,NA,buffered,chemical,isopropyl alcohol,60,NA,NA,gut content,NA,NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_6T,MOCNESS,Consisting of nine 500 µm mesh nets with a smaller 67 µm mesh net nested inside each. ,"Samples were taken at discrete depths in the upper mixed layer and were pooled with Bongo net samples. Samples were taken every 6 h, pooled according to net size, concentrated by screening, and frozen.",physical,NA,NA,frozen,NA,chemical,formalin,5,NA,5,gut content,NA,NA,8/2/2014,Theresa Mitchell,11/30/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_6T,Bongo net,333 and 500 µm,"Samples taken obliquely from near bottom to surface. Samples were taken every 6 h, pooled according to net size, concentrated by screening, and frozen.",physical,NA,NA,frozen,NA,chemical,formalin,5,NA,5,gut content,NA,NA,8/2/2014,Theresa Mitchell,11/30/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_17T,redes camaroneras comerciales,de luz malla de 1.5 pulgadas (3.18 cm),NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,inyecto el estomago,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_17T,redes camaroneras comerciales,de luz malla de 1.5 pulgadas (3.18 cm),NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,inyecto el estomago,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_23T,neuston net,"1x2 m net, 500 µm mesh","Three research cruises were conducted in May, July, and September of 2005, and two cruises were conducted in June and August 2006. Stations were sampled between the hours of 0700 and 1900 h. Both nets were fished simultaneously at 2.5 - 3.5 kts fot approximately 10 minutes. Towing distance was determined by difference in start and stop locations from GPS and from a flowmeter placed inside each net.",chemical,ETOH,100,NA,in 1 L jars,chemical,ETOH,70,NA,in vials,gut content,NA,NA,1/7/2014,Theresa Mitchell,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_23T,neuston net,"1x2 m net, 1200 µm mesh","Three research cruises were conducted in May, July, and September of 2005, and two cruises were conducted in June and August 2006. Stations were sampled between the hours of 0700 and 1900 h. Both nets were fished simultaneously at 2.5 - 3.5 kts fot approximately 10 minutes. Towing distance was determined by difference in start and stop locations from GPS and from a flowmeter placed inside each net.",chemical,ETOH,100,NA,in 1 L jars,chemical,ETOH,70,NA,in vials,gut content,NA,NA,1/7/2014,Theresa Mitchell,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_6V,la red de cerca,25 x 6 m aberturia de malla de 1 mm (see p. 22),NA,chemical,formalin,30,NA,NA,chemical,alcohol metilico,80,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_11V,hook and line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_11V,otter trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_11V,push-net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_11V,plankton net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_11V,cast net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_4W,spearing,NA,During all months of the year. Collected from approximately 0900 to 1300 h primarialy using SCUBA,physical,NA,NA,ice,"Typically packed in ice overnight, and processed the day after collection. In the early stages of the study, the stomach and intestine from each specimen were labeled, wraped in cheesecloth, and frozen until further analysis. During later collections, stomach contents were processed immediately upon removal from the specimen. All prey items were stored in 70% ethanol and retained as voucher specimens.",chemical,ethanol,70,NA,NA,gut content,"Digestive tracts were removed by cutting the esophagus directly anterior to the heart and as near the anus as possible. Prior to examination, stomachs were thawed, contents removed, and prey items identified to the lowest possible taxonomic level. Known bait items from specimins caught by angling were noted and discarded. Intestinal contents were initally surveyed but this was later discontinued due to the lack of identifiable prey contents. Prey items were blotted dry and weighed to the nearest 0.01 g",NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4W,hook and line,NA,5% of gag and all black sea bass collected this way.,physical,NA,NA,ice,"Typically packed in ice overnight, and processed the day after collection. In the early stages of the study, the stomach and intestine from each specimen were labeled, wraped in cheesecloth, and frozen until further analysis. During later collections, stomach contents were processed immediately upon removal from the specimen. All prey items were stored in 70% ethanol and retained as voucher specimens.",chemical,ethanol,70,NA,NA,gut content,"Digestive tracts were removed by cutting the esophagus directly anterior to the heart and as near the anus as possible. Prior to examination, stomachs were thawed, contents removed, and prey items identified to the lowest possible taxonomic level. Known bait items from specimins caught by angling were noted and discarded. Intestinal contents were initally surveyed but this was later discontinued due to the lack of identifiable prey contents. Prey items were blotted dry and weighed to the nearest 0.01 g",NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5W,hook and line,NA,Fishes were collected  during four research cruises from Aug 1997 to Oct 1998.,physical,NA,NA,ice,NA,NA,NA,NA,NA,NA,gut content,NA,NA,1/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5W,hook and line,NA,Fishes were collected  during four research cruises from Aug 1997 to Oct 1998.,chemical,formalin,10,buffered,NA,NA,NA,NA,NA,NA,gut content,NA,NA,1/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,hook and line,large hooks,NA,chemical,formalin,10,buffered,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,hook and line,"""Sabiki"" jigs - constructed of a variety of small hook sizes (5 to 20 mm in length) with added strips of iridescent film. Each pre-packaged unit contains 4 to 7 hooks.","deployed using 142 to 340 g lead sinkers, depending on water depth and currents.",chemical,formalin,10,buffered,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,traps,1.8 m x 1.5 m x 0.6 m chevron traps. Some traps were equipped with 3 or 6 mm Vexar mesh liner to retain smaller specimens. Deployed in trap lines made up of 2 to 4 traps.,NA,chemical,formalin,10,buffered,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,traps,1.2 m x 1.2 m x 0.6 m box traps. Some traps were equipped with 3 or 6 mm Vexar mesh liner to retain smaller specimens. Deployed in trap lines made up of 2 to 4 traps.,NA,chemical,formalin,10,buffered,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,trawls,"4.9 m semi-balloon trawl with 3.8 cm mesh body and a 0.6 cm mesh liner. Equipped with a ""Texas"" roller rig made up pf 7.6 cm rubber disks on a chain in front of the head rope",used to collect bottom fishes at 13 stations,chemical,formalin,10,buffered,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,trawls,"7.6 m semi-balloon trawl with 3.8 cm mesh body and a 0.6 cm mesh liner. Equipped with a ""Texas"" roller rig made up pf 7.6 cm rubber disks on a chain in front of the head rope",used at 5 stations,chemical,formalin,10,buffered,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,hook and line,large hooks,NA,physical,NA,NA,ice,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,hook and line,"""Sabiki"" jigs - constructed of a variety of small hook sizes (5 to 20 mm in length) with added strips of iridescent film. Each pre-packaged unit contains 4 to 7 hooks.","deployed using 142 to 340 g lead sinkers, depending on water depth and currents.",physical,NA,NA,ice,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,traps,1.8 m x 1.5 m x 0.6 m chevron traps. Some traps were equipped with 3 or 6 mm Vexar mesh liner to retain smaller specimens. Deployed in trap lines made up of 2 to 4 traps.,NA,physical,NA,NA,ice,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7W,traps,1.2 m x 1.2 m x 0.6 m box traps. Some traps were equipped with 3 or 6 mm Vexar mesh liner to retain smaller specimens. Deployed in trap lines made up of 2 to 4 traps.,NA,physical,NA,NA,ice,NA,chemical ,ethanol,70,NA,NA,gut content,NA,NA,4/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
