REF_ID,PRED_ID,SOURCE_PREY_NAME,DATABASE_PREY_NAME,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,LIFE_HIST_STAGE,COND_INDEX,SEX,SEX_RATIO,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,BIOMASS,PCT_BIOMASS,N_CONS,PCT_N_CONS,VOL_CONS,PCT_VOL_CONS,FREQ_OCC,PCT_FREQ_OCC,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,FB_FOOD_I,FB_FOOD_II,FB_FOOD_III,FB_STAGE
23t,Ipla.2003,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5280725,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2552213,NA,NA,NA,NA
23t,Ipla.2003,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7116223,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3095583,NA,NA,NA,NA
23t,Ipla.2003,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4820867,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3036934,NA,NA,NA,NA
23t,Ipla.2003,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4725558,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3969722,NA,NA,NA,NA
23t,Ipla.2003,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4039263,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2371447,NA,NA,NA,NA
23t,Ipla.2003,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4228537,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2479988,NA,NA,NA,NA
23t,Ipla.2003,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.485893,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3451999,NA,NA,NA,NA
23t,Ipla.2004,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7474204,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2886044,NA,NA,NA,NA
23t,Ipla.2004,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6829126,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2277284,NA,NA,NA,NA
23t,Ipla.2004,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8848184,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4406771,NA,NA,NA,NA
23t,Ipla.2004,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8519119,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3353733,NA,NA,NA,NA
23t,Ipla.2005,Fish Larva,Actinopterygii,NA,NA,NA,larval,NA,NA,NA,SL,NA,NA,3.31857,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.419189,NA,NA,NA,NA
23t,Ipla.2006,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5089728,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329287,NA,NA,NA,NA
23t,Ipla.2006,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5048062,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223416,NA,NA,NA,NA
23t,Ipla.2006,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4619172,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264989,NA,NA,NA,NA
23t,Ipla.2006,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7764904,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2817826,NA,NA,NA,NA
23t,Ipla.2006,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4495871,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2652219,NA,NA,NA,NA
23t,Ipla.2006,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.3811103,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3167752,NA,NA,NA,NA
23t,Ipla.2006,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.3561845,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329287,NA,NA,NA,NA
23t,Ipla.2006,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7535669,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3634733,NA,NA,NA,NA
23t,Ipla.2006,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8600144,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3480938,NA,NA,NA,NA
23t,Ipla.2007,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8043269,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2679585,NA,NA,NA,NA
23t,Ipla.2007,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9031695,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3487046,NA,NA,NA,NA
23t,Ipla.2007,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8919295,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3499273,NA,NA,NA,NA
23t,Ipla.2007,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6437382,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3385309,NA,NA,NA,NA
23t,Ipla.2008,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7844573,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2591933,NA,NA,NA,NA
23t,Ipla.2008,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.41582,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1820291,NA,NA,NA,NA
23t,Ipla.2008,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6528578,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3278655,NA,NA,NA,NA
23t,Ipla.2008,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9534175,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2478011,NA,NA,NA,NA
23t,Ipla.2008,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.84267,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3551917,NA,NA,NA,NA
23t,Ipla.2008,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5193469,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4132554,NA,NA,NA,NA
23t,Ipla.2008,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4937588,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3860252,NA,NA,NA,NA
23t,Ipla.2008,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7394185,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2638429,NA,NA,NA,NA
23t,Ipla.2008,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4772551,NA,NA,1,0.1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3166307,NA,NA,NA,NA
23t,Ipla.2009,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7464881,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2686067,NA,NA,NA,NA
23t,Ipla.2009,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.514546,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2981313,NA,NA,NA,NA
23t,Ipla.2009,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8612683,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2339181,NA,NA,NA,NA
23t,Ipla.2009,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5675197,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3181631,NA,NA,NA,NA
23t,Ipla.2009,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4372733,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369857,NA,NA,NA,NA
23t,Ipla.2009,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7568616,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2667077,NA,NA,NA,NA
23t,Ipla.2009,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8687476,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4074451,NA,NA,NA,NA
23t,Ipla.2010,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4114862,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232615,NA,NA,NA,NA
23t,Ipla.2010,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6838145,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4323093,NA,NA,NA,NA
23t,Ipla.2010,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4855014,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3299126,NA,NA,NA,NA
23t,Ipla.2010,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6292556,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3697748,NA,NA,NA,NA
23t,Ipla.2010,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.537616,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345288,NA,NA,NA,NA
23t,Ipla.2012,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8945949,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3140376,NA,NA,NA,NA
23t,Ipla.2012,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.893107,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3166307,NA,NA,NA,NA
23t,Ipla.2012,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7186201,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3530365,NA,NA,NA,NA
23t,Ipla.2013,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7034113,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3162579,NA,NA,NA,NA
23t,Ipla.2013,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5311446,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3823844,NA,NA,NA,NA
23t,Ipla.2013,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9748098,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2481689,NA,NA,NA,NA
23t,Ipla.2013,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.958173,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3036934,NA,NA,NA,NA
23t,Ipla.2013,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,1.065421,NA,NA,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288499,NA,NA,NA,NA
23t,Ipla.2014,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9443645,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3286899,NA,NA,NA,NA
23t,Ipla.2014,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5582058,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3131553,NA,NA,NA,NA
23t,Ipla.2014,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7347812,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3836543,NA,NA,NA,NA
23t,Ipla.2015,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5514606,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2506419,NA,NA,NA,NA
23t,Ipla.2015,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6416879,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345339,NA,NA,NA,NA
23t,Ipla.2015,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6409433,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3794316,NA,NA,NA,NA
23t,Ipla.2015,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.594983,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3196881,NA,NA,NA,NA
23t,Ipla.2015,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.558927,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355952,NA,NA,NA,NA
23t,Ipla.2015,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9070411,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3330996,NA,NA,NA,NA
23t,Ipla.2015,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8639604,NA,NA,1,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3871249,NA,NA,NA,NA
23t,Ipla.2016,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7207607,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3330996,NA,NA,NA,NA
23t,Ipla.2016,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8376325,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2897607,NA,NA,NA,NA
23t,Ipla.2016,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8139034,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2513153,NA,NA,NA,NA
23t,Ipla.2016,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8423219,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3628036,NA,NA,NA,NA
23t,Ipla.2017,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8069358,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2664796,NA,NA,NA,NA
23t,Ipla.2017,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8166694,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3056888,NA,NA,NA,NA
23t,Ipla.2017,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8862698,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2883876,NA,NA,NA,NA
23t,Ipla.2017,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4025235,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2738479,NA,NA,NA,NA
23t,Ipla.2017,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5178422,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2692035,NA,NA,NA,NA
23t,Ipla.2017,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6420769,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3859452,NA,NA,NA,NA
23t,Ipla.2017,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6318098,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3153801,NA,NA,NA,NA
23t,Ipla.2017,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.6640632,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3289672,NA,NA,NA,NA
23t,Ipla.2019,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4648377,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2771137,NA,NA,NA,NA
23t,Ipla.2019,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4358872,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2597348,NA,NA,NA,NA
23t,Ipla.2020,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5017598,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2930986,NA,NA,NA,NA
23t,Ipla.2020,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8186752,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2372544,NA,NA,NA,NA
23t,Ipla.2020,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.511539,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2664796,NA,NA,NA,NA
23t,Ipla.2020,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7610397,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2060877,NA,NA,NA,NA
23t,Ipla.2020,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.76715,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3733745,NA,NA,NA,NA
23t,Ipla.2020,farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7518883,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3368569,NA,NA,NA,NA
23t,Ipla.2021,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5446372,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2826444,NA,NA,NA,NA
23t,Ipla.2021,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5525159,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3945005,NA,NA,NA,NA
23t,Ipla.2022,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7341453,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272347,NA,NA,NA,NA
23t,Ipla.2022,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7727676,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2371447,NA,NA,NA,NA
23t,Ipla.2022,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8645101,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4004223,NA,NA,NA,NA
23t,Ipla.2022,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9340902,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3839711,NA,NA,NA,NA
23t,Ipla.2022,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9153979,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3886918,NA,NA,NA,NA
23t,Ipla.2022,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.918238,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4102452,NA,NA,NA,NA
23t,Ipla.2023,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4278712,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2807018,NA,NA,NA,NA
23t,Ipla.2023,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.511539,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4135495,NA,NA,NA,NA
23t,Ipla.2024,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4211248,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2651072,NA,NA,NA,NA
23t,Ipla.2024,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8749221,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2935131,NA,NA,NA,NA
23t,Ipla.2024,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8149436,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3495455,NA,NA,NA,NA
23t,Ipla.2026,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5244184,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2595449,NA,NA,NA,NA
23t,Ipla.2026,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.421215,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2886171,NA,NA,NA,NA
23t,Ipla.2026,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4414333,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2539805,NA,NA,NA,NA
23t,Ipla.2026,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7619659,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3460794,NA,NA,NA,NA
23t,Ipla.2026,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5391977,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2739052,NA,NA,NA,NA
23t,Ipla.2026,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4975448,NA,NA,1,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3438764,NA,NA,NA,NA
23t,Ipla.2027,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8255023,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2530211,NA,NA,NA,NA
23t,Ipla.2027,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.5246569,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2371447,NA,NA,NA,NA
23t,Ipla.2027,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.4762084,NA,NA,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2486584,NA,NA,NA,NA
23t,Ipla.2028,Istiophoridae,Istiophoridae,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,5.083835,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350167,NA,NA,NA,NA
23t,Ipla.2028,Istiophoridae,Istiophoridae,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,6.885461,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.417355,NA,NA,NA,NA
23t,Ipla.2028,Istiophoridae,Istiophoridae,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,7.862242,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.036864,NA,NA,NA,NA
23t,Ipla.2028,Istiophoridae,Istiophoridae,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,3.817138,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.762821,NA,NA,NA,NA
23t,Ipla.2029,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8130109,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3308102,NA,NA,NA,NA
23t,Ipla.2029,Evadne,Evadne,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.707782,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5017591,NA,NA,NA,NA
23t,Ipla.2029,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.9322623,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4103218,NA,NA,NA,NA
23t,Ipla.2029,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7328939,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2962963,NA,NA,NA,NA
23t,Ipla.2029,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8490881,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1913502,NA,NA,NA,NA
23t,Ipla.2029,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8847871,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3546687,NA,NA,NA,NA
23t,Ipla.2029,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.8025102,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3065825,NA,NA,NA,NA
23t,Ipla.2029,Farranula,Farranula,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0.7617656,NA,NA,1,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2526157,NA,NA,NA,NA
